name,summary,home_page,layer,dependent_number,dependency
deepclustering,,https://github.com/jizongFox/deep-clustering-toolbox,2,,tensorboard
deepdow,Portfolio optimization with deep learning,https://github.com/jankrepl/deepdow,2,,tensorboard
deepke,DeepKE 是基于 Pytorch 的深度学习中文关系抽取处理套件。,https://github.com/CheaSim/deepke,2,,tensorboard
deepml,Library for training deep neural nets in Pytorch.,https://github.com/sagar-rathod/PytorchDeepML,2,,tensorboard
deepnog,Deep learning tool for protein orthologous group assignment,,2,,tensorboard
deepvac,PyTorch python project standard,https://github.com/DeepVAC/deepvac,2,,tensorboard
democlassi,"Collection of my python functions for training pytorch models to classify emotion, age, race, gender",https://github.com/AlkaSaliss/DEmoClassi,2,,tensorboard
desker,DESKtop Elements Recognition,https://gitlab.com/d3sker/desker,2,,tensorboard
dial-core,"A Deep Learning, node-based framework",https://github.com/dial-app/dial-core,2,3.0,tensorboard
digipathos,,https://github.com/bresan/digipathos_plant_pathology,2,,tensorboard
dl-ext,Chen Linghao's personal utils.,,2,,tensorboard
dlg-home-content,model to identify tv sizes using images,https://gitlab.com/fractal/dlg_home_content/tree/master/,2,,tensorboard
dmae,TensorFlow implementation of the dissimilarity mixture autoencoder (DMAE),https://dmae.readthedocs.io/en/latest/,2,,tensorboard
dmae-gpu,TensorFlow implementation of the dissimilarity mixture autoencoder (DMAE),https://dmae.readthedocs.io/en/latest/,2,,tensorboard
doc-parser,基于深度学习的文档结构解析库,https://github.com/smilelight/doc_parser,2,,tensorboard
easytext-nlp,Make it easy to train and metric NLP model.,https://github.com/cjopengler/easytext,2,,tensorboard
eir-dl,,,2,,tensorboard
eisen-core,Eisen is a collection of tools to train neural networks for medical image analysis,,2,1.0,tensorboard
emmental,A framework for building multi-modal multi-task learning systems.,https://github.com/SenWu/emmental,2,2.0,tensorboard
enchanter,Enchanter is a library for machine learning tasks for comet.ml users.,https://enchanter.readthedocs.io/,2,,tensorboard
enot-autodl,AutoDL framework for neural network compression & acceleration,http://enot.ai,2,,tensorboard
enot-autodl-yandex,AutoDL framework for neural network compression & acceleration,http://enot.ai,2,,tensorboard
entity-embeddings-categorical,,https://github.com/bresan/entity_embeddings_categorical,2,1.0,tensorboard
ersatz,Simple sentence segmentation toolkit for segmenting and scoring,https://github.com/rewicks/ersatz,2,,tensorboard
espnet,ESPnet: end-to-end speech processing toolkit,http://github.com/espnet/espnet,2,1.0,tensorboard
essmc2,EssentialMC2: A Video Understanding Algorithm Framework.,https://github.com/alibaba/EssentialMC2,2,,tensorboard
eve-mli,eve-mli: making learning interesting.,https://github.com/densechen/eve,2,,tensorboard
ever-beta,A Library for Earth Vision Researcher,https://github.com/Z-Zheng/ever.git,2,,tensorboard
face-detector,State-of-the-art face detection and landmarks localization,https://github.com/roj4s/face_detector,2,,tensorboard
fairness-indicators,Fairness Indicators,https://github.com/tensorflow/fairness-indicators,2,,tensorboard
faktotum,Extracting information from unstructured text.,,2,,tensorboard
fancy-nlp,NLP for humans,https://github.com/boat-group/fancy-nlp,2,,tensorboard
fandak,A Framework for ML Research Using PyTorch,https://github.com/yassersouri/fandak,2,,tensorboard
fannypack,PyTorch utilities,http://github.com/brentyi/fannypack,2,,tensorboard
fastestimator,Deep learning framework,https://github.com/fastestimator/fastestimator,2,,tensorboard
fastestimator-nightly,Deep learning framework,https://github.com/fastestimator/fastestimator,2,,tensorboard
file-cache,"Cache dataframe with local hd5 file, and reduce the memory by convert type for number",https://github.com/Flyfoxs/file_cache,2,,tensorboard
firelab,Experimental framework to run pytorch experiments,https://github.com/universome/firelab,2,,tensorboard
fuse-med-ml,Open-source PyTorch based framework designed to facilitate deep learning R&D in medical imaging,https://github.com/IBM/fuse-med-ml/,2,,tensorboard
gamestonk-terminal,Financial instrument information gathering tool,https://github.com/DidierRLopes/GamestonkTerminal,2,,tensorboard
ganondorf,A Gan Medical Image Learning Framework,https://github.com/SagaraBattousai/ganondorf.git,2,,tensorboard
ganslate,GAN image-to-image translation framework made simple and extensible.,https://github.com/Maastro-CDS-Imaging-Group/ganslate,2,,tensorboard
gedml,"GeDML is an easy-to-use generalized deep metric learning library,         which contains state-of-the-art deep metric learning algorithms and         auxiliary modules to build end-to-end compute vision systems",https://github.com/zbr17/GeDML,2,,tensorboard
geniverse,Easy library for guiding generative AI models. Find your latent!,https://github.com/geniverse/Geniverse,2,,tensorboard
genni,GENNI: Visualising the Geometry of Equivalences for Neural Network Identifiability,https://github.com/Do-Not-Circulate/GENNI_public,2,,tensorboard
genrl,A PyTorch reinforcement learning library for generalizable and reproducible algorithm implementations.,https://github.com/SforAiDl/genrl,2,,tensorboard
geoai-detectron2,Detectron2 is FAIR's next-generation research platform for object detection and segmentation.,https://github.com/facebookresearch/detectron2,2,,tensorboard
gorilla-core,ToolBox Package for Gorilla-Lab using PyTorch,,2,,tensorboard
grai-One-Vip-Profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
grai-One-Vip-profiler,GrAIOne and GrAIVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
grai-Profiler,GraiOne and GriVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
grai-profiler,GraiOne and GriVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
grai-profiler-one-vip,GrAIOne and GrAIVip Profiler,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
graiProfiler,Profiler for GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
grakn-kglib,A Machine Learning Library for the Grakn knowledge graph.,https://github.com/graknlabs/kglib,2,,tensorboard
grr-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorboard
guildai,"Experiment tracking, ML developer tools",https://guild.ai,2,,tensorboard
gutenhaiku,A Commandline tool to mine haiku poems from text,https://github.com/sloev/gutenhaiku,2,,tensorboard
gym-idsgame,An Abstract Cyber Security Simulation and Markov Game for OpenAI Gym,https://github.com/Limmen/gym-idsgame,2,,tensorboard
gym-jiminy-toolbox,Reinforcement learning toolbox based on Pytorch for Gym Jiminy.,,2,,tensorboard
hclctpm,HCLCTPM: Heterogeneous Casual Learning Continuous Treatment Policy Matching.,https://github.com/willzyz/hclctpm,2,,tensorboard
headctools,A set of tools for preproccessing and performing brain segmentation and skull reconstruction on head CT images,https://gitlab.com/matzkin/headctools,2,,tensorboard
hepynet,"High energy physics, python based, neural network framework",https://github.com/StarPrecursor/hepynet,2,,tensorboard
hi-ml,Microsoft Health Intelligence package containing high level ML components,https://github.com/microsoft/hi-ml,2,,tensorboard
hi-ml-azure,Microsoft Health Intelligence package to elevate and monitor scripts to an AzureML workspace,https://github.com/microsoft/hi-ml,2,1.0,tensorboard
hindi-wsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,2,,tensorboard
hindiwsd,A pipeline for transliteration of hinglish code mixed data to hindi along with spell correction and word sense disambiguation of hindi words.,https://github.com/praatibhsurana/Hinglish_Hindi_WSD,2,,tensorboard
homura-core,a fast prototyping library for DL research,https://github.com/moskomule/homura,2,,tensorboard
howl,A wake word detection toolkit,https://github.com/castorini/howl,2,,tensorboard
hugging-gan-test,Testing pip,https://github.com/javismiles/HuggingGAN,2,,tensorboard
hylia,A python time series library for network operations.,https://github.com/esnet/hylia_networkprediction,2,,tensorboard
hyperion-ml,Toolkit for speaker recognition,https://github.com/hyperion-ml/hyperion,2,,tensorboard
iatorch,PyTorch Wrapper for Inspection AI,http://mod.lge.com/hub/smartdata/iatorch,2,,tensorboard
iceberg-rivers.search,The ICEBERG Rivers usecase package,https://www.github.com/iceberg-project/rivers/,2,,tensorboard
idrlnet,IDRLnet,https://github.com/idrl-lab/idrlnet,2,,tensorboard
ignnition,Library for fast prototyping of GNN,https://ignnition.net/,2,,tensorboard
ilpyt,"The imitation learning toolbox (ilpyt) is an open-source Python code library developed at MITRE. The toolbox contains modular, optimized implementations of common deep imitation learning algorithms in PyTorch, with unified infrastructure supporting key imitation learning and reinforcement learning algorithms.",https://github.com/mitre/ilpyt,2,,tensorboard
immuneML,immuneML is a software platform for machine learning analysis of immune receptor repertoires.,https://github.com/uio-bmi/immuneML,2,,tensorboard
insight-extractor,Identify Insights in Full Text Documents,https://github.com/NoahFinberg/insight_extractor,2,,tensorboard
instantdl,An easy and convenient Deep Learning pipeline for image segmentation and classification,https://github.com/marrlab/InstantDL,2,,tensorboard
intel-tensorflow,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorboard
intel-tensorflow-avx512,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow.org/,2,,tensorboard
iotoutlier1,Data representation for IoT traffic,https://github.com/Learn-Live/IoT_feature_sets_comparison,2,,tensorboard
iqradre,,https://github.com/nunenuh/iqradre,2,,tensorboard
ivadomed,Feature conditioning for IVADO medical imaging project.,https://github.com/neuropoly/ivadomed,2,,tensorboard
ivystar,python tools package of ivystar,,2,1.0,tensorboard
jaffalearn,A PyTorch-based ML framework with a focus on audio classification problems,https://github.com/tqbl/jaffalearn,2,,tensorboard
joeynmt,Minimalist NMT for educational purposes,https://github.com/joeynmt/joeynmt,2,1.0,tensorboard
jrpytensorflow,,,2,,tensorboard
json2tb,A tiny utility for loading a json and translating into tensorboard format,,2,,tensorboard
jupyter-tensorboard-proxy,kopkop@gmail.com,https://github.com/kopwei/jupyter-tensorboard-proxy,2,,tensorboard
kagemeka,,https://github.com/kagemeka/myenv/lib/python/kagemeka,2,,tensorboard
karas,trainer for pytorch,https://github.com/TuXiaokang/karas.git,2,,tensorboard
keras-pandas,Easy and rapid deep learning,https://github.com/bjherger/keras-pandas,2,,tensorboard
keras-tuner,Hypertuner for Keras,https://github.com/keras-team/keras-tuner,2,30.0,tensorboard
keras-vggface-deploy,VGGFace implementation with Keras framework,https://github.com/rcmalli/keras-vggface,2,,tensorboard
lazaro,Reinforcement learning framework for implementing custom models on custom environments using state of the art RL algorithms,https://github.com/GabrielMusat/lazaro,2,,tensorboard
learn-flow,An Structural framework to create machine learning models using tensorflow.,,2,,tensorboard
lightelligence-sdk,Lightelligence SDK for running on OPUs.,,2,,tensorboard
llcv,A Modular and Extensible Framework for Computer Vision,https://github.com/mtli/llcv,2,,tensorboard
lpd,"A Fast, Flexible Trainer with Callbacks and Extensions for PyTorch",https://github.com/roysadaka/lpd,2,,tensorboard
lpd-nodeps,"A Fast, Flexible Trainer with Callbacks and Extensions for PyTorch",https://github.com/roysadaka/lpd,2,,tensorboard
m3-dl,this is a description,https://github.com/abhinavsingh/proxy.py,2,1.0,tensorboard
mAdvisor,An automated AI/ML solution from Marlabs,https://www.marlabs.com/platforms/cognitive-computing-AI-ML-platform/,2,,tensorboard
madan,Open source ai library,https://github.com/MadanBaduwal/ai_library,2,,tensorboard
mapyllary,Unofficial Mapillary API,https://github.com/boycetsang/mapyllary/blob/main/README.md,2,,tensorboard
mathy,Mathy - RL environments for solving math problems step-by-step,https://mathy.ai,2,1.0,tensorboard
maze-rl,"MazeRL is a development framework for building applied reinforcement learning systems, addressing real-world decision problems. It supports the complete development life cycle of RL applications, ranging from simulation engineering up to agent development, training and deployment.",https://github.com/enlite-ai/maze,2,,tensorboard
mbrl,A PyTorch library for model-based reinforcement learning research,https://github.com/facebookresearch/mbrl-lib,2,,tensorboard
meddlr,Meddlr is a config-driven framework built to simplify ML-based medical image reconstruction and analysis.,https://github.com/ad12/meddlr,2,,tensorboard
mipkit,mipkit,,2,,tensorboard
ml-experiment-manager,Manage data during machine learning projects,https://github.com/paepcke/ml_experiment_manager.git,2,,tensorboard
ml-workflow,Pytorch project template and required tools,,2,1.0,tensorboard
ml4ir,Machine Learning libraries for Information Retrieval,https://www.salesforce.com/,2,,tensorboard
mlagents,Unity Machine Learning Agents,https://github.com/Unity-Technologies/ml-agents,2,9.0,tensorboard
mle-logging,Machine Learning Experiment Logging,https://github.com/RobertTLange/mle-logging,2,1.0,tensorboard
mle-toolbox,Machine Learning Experiment Toolbox,https://github.com/RobertTLange/mle-toolbox,2,,tensorboard
mlops-sdk,mlops-sdk for data play,,2,,tensorboard
mlpug,A machine learning library agnostic framework for model training,https://github.com/nuhame/mlpug,2,,tensorboard
mmf,mmf: a modular framework for vision and language multimodal research.,,2,,tensorboard
